GO	description	category	ERR977403	ERR977404	ERR977405	ERR977406	ERR977407	ERR977408	ERR977409	ERR977410	ERR977411	ERR977412	ERR977413	ERR977414	ERR977415	ERR977416	ERR977417	ERR977418	ERR977419	ERR977420	ERR977421	ERR977422	ERR977423	ERR977424	ERR977425
GO:0020037	heme binding	molecular function	48948	43308	79298	44184	8959	10226	47049	12468	25770	24900	24514	34607	33963	33137	73834	72768	71396	126104	124621	122839	33572	57319	84445
GO:0022008	neurogenesis	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
GO:0022611	dormancy process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	1
GO:0022857	transmembrane transporter activity	molecular function	802	664	1223	626	140	181	754	327	670	660	635	901	899	890	953	1009	948	6113	5875	5775	317	617	1102
GO:0022872	protein-N(PI)-phosphohistidine-mannitol phosphotransferase system transmembrane transporter activity	molecular function	1	0	0	0	4	2	20	10	7	13	13	60	52	54	16	16	19	69	70	62	19	27	120
GO:0022877	protein-N(PI)-phosphohistidine-fructose phosphotransferase system transporter activity	molecular function	0	0	0	0	4	2	6	4	1	0	1	3	0	1	2	4	0	19	19	19	0	0	0
GO:0022891	substrate-specific transmembrane transporter activity	molecular function	0	0	0	0	7	4	14	9	14	10	9	28	21	23	16	18	14	87	96	100	2	15	24
GO:0022900	electron transport chain	biological process	523	592	1090	573	162	204	954	289	737	721	703	1104	1060	1007	1538	1554	1502	4330	4174	4227	829	1110	2632
GO:0022904	respiratory electron transport chain	biological process	378	397	855	514	325	417	1741	554	1287	1292	1294	1679	1816	1773	2700	2609	2666	6836	6655	6557	1770	2723	5074
GO:0023052	signaling	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	1
GO:0030001	metal ion transport	biological process	3931	3963	7216	4445	1073	1249	5973	1901	2575	2494	2376	4369	4109	4012	6318	6173	5956	10778	10817	10257	2800	5772	7874
GO:0030008	TRAPP complex	cellular component	0	0	0	0	0	0	4	2	0	0	0	0	0	1	1	4	3	5	7	6	1	4	9
GO:0030036	actin cytoskeleton organization	biological process	0	0	0	0	0	0	4	2	0	0	1	0	0	0	2	0	1	1	0	1	1	0	3
GO:0030041	actin filament polymerization	biological process	0	0	0	0	0	0	0	2	4	2	3	0	1	0	2	1	2	2	6	4	4	2	16
GO:0030042	actin filament depolymerization	biological process	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030054	cell junction	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0
GO:0030058	amine dehydrogenase activity	molecular function	0	0	0	0	16	10	50	14	7	8	7	12	14	8	21	20	18	142	141	131	8	3	25
GO:0030071	regulation of mitotic metaphase/anaphase transition	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	2	1
GO:0030076	light-harvesting complex	cellular component	0	0	0	0	0	0	1	0	0	1	0	0	0	0	2	0	0	4	7	10	0	0	0
GO:0030077	plasma membrane light-harvesting complex	cellular component	64	105	163	0	62	46	205	48	283	239	252	224	200	220	92	82	86	547	524	509	191	237	420
GO:0030089	phycobilisome	cellular component	0	0	0	0	1	0	4	0	5	1	5	6	6	2	8	2	3	6	8	5	2	5	14
GO:0030091	protein repair	biological process	3	9	12	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030117	membrane coat	cellular component	0	0	0	0	5	2	10	14	9	7	4	5	2	6	24	22	18	85	67	75	12	20	74
GO:0030119	AP-type membrane coat adaptor complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GO:0030126	COPI vesicle coat	cellular component	0	0	0	0	1	0	0	6	1	2	0	1	1	1	10	5	8	31	26	29	7	22	42
GO:0030127	COPII vesicle coat	cellular component	0	0	0	0	1	0	0	4	2	0	1	1	3	3	11	10	13	22	33	38	5	16	52
GO:0030130	clathrin coat of trans-Golgi network vesicle	cellular component	0	0	0	0	0	0	1	3	3	6	2	1	2	0	7	10	8	22	14	24	1	15	52
GO:0030131	clathrin adaptor complex	cellular component	0	0	0	0	0	1	4	2	7	1	0	2	0	2	17	18	13	23	34	29	5	8	29
GO:0030132	clathrin coat of coated pit	cellular component	0	0	0	0	0	0	1	3	3	6	2	1	2	0	7	10	8	22	14	24	1	15	52
GO:0030136	clathrin-coated vesicle	cellular component	0	0	0	0	0	1	0	2	1	0	2	0	0	0	12	13	17	3	3	3	0	3	1
GO:0030145	manganese ion binding	molecular function	1187	1248	2170	1325	453	428	2175	768	1521	1489	1539	2066	2113	1978	3634	3557	3510	7299	7298	7123	1835	3382	6502
GO:0030150	protein import into mitochondrial matrix	biological process	0	0	0	0	0	0	0	0	2	2	3	2	3	1	2	5	2	11	7	11	4	13	4
GO:0030151	molybdenum ion binding	molecular function	4331	4243	7688	4664	718	889	4228	992	1862	1779	1760	2893	2875	2882	5539	5484	5383	8771	8535	8613	2008	3731	4974
GO:0030153	bacteriocin immunity	biological process	0	0	0	0	11	3	15	4	16	23	19	12	20	17	14	7	7	259	276	228	4	6	43
GO:0030154	cell differentiation	biological process	0	1	0	0	0	0	1	0	0	0	2	2	0	0	1	0	2	8	8	5	1	1	2
GO:0030158	protein xylosyltransferase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0030163	protein catabolic process	biological process	1894	1763	3363	1770	300	350	1575	484	1079	1127	1123	1675	1708	1629	3620	3786	3621	6270	6233	5896	1968	3353	5266
GO:0030170	pyridoxal phosphate binding	molecular function	30517	29846	52958	29613	6625	7479	36197	10471	22226	21341	20912	32509	31691	31032	50959	50607	49089	97658	95652	94390	23774	41471	60957
GO:0030173	integral component of Golgi membrane	cellular component	0	0	0	0	0	0	2	1	0	0	0	0	1	0	3	2	1	0	4	0	0	0	3
GO:0030176	integral component of endoplasmic reticulum membrane	cellular component	0	0	0	0	0	0	1	3	1	1	1	0	0	0	3	2	0	1	2	2	0	0	5
GO:0030178	negative regulation of Wnt signaling pathway	biological process	0	0	0	0	2	1	16	9	21	16	15	5	10	7	30	32	23	47	54	50	4	3	3
GO:0030218	erythrocyte differentiation	biological process	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	2	0	0	0	0	0	0	1
GO:0030234	enzyme regulator activity	molecular function	1088	1034	1961	1140	250	270	1279	288	760	795	766	1157	1126	1120	2851	2799	2858	4760	4831	4705	1422	2131	3656
GO:0030244	cellulose biosynthetic process	biological process	0	0	0	0	3	3	18	41	10	20	16	10	7	5	36	53	32	754	703	689	9	13	285
GO:0030245	cellulose catabolic process	biological process	29	48	86	0	21	15	102	42	71	81	68	387	332	340	21	22	25	242	233	261	103	520	351
GO:0030246	carbohydrate binding	molecular function	3778	3287	5945	3056	1421	1436	6485	2496	4700	4602	4472	7278	7165	6872	9940	9782	9427	28565	28414	27820	4539	6924	11991
GO:0030247	polysaccharide binding	molecular function	0	0	0	0	5	10	38	49	46	64	58	71	80	60	38	38	44	166	150	150	34	92	200
GO:0030248	cellulose binding	molecular function	0	0	0	0	1	0	3	2	19	20	18	26	13	11	7	4	3	32	37	40	5	12	16
GO:0030250	guanylate cyclase activator activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0030254	protein secretion by the type III secretion system	biological process	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0
GO:0030255	protein secretion by the type IV secretion system	biological process	929	780	1358	600	79	80	372	90	304	314	301	463	419	375	835	728	752	930	882	829	138	174	386
GO:0030257	type III protein secretion system complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	5	0	0	0	0
GO:0030259	lipid glycosylation	biological process	887	941	1627	857	199	187	936	396	429	404	386	504	479	496	1045	1068	1035	1945	1832	1813	335	546	1147
GO:0030261	chromosome condensation	biological process	0	0	0	0	4	2	14	12	32	23	18	8	6	6	12	14	13	67	60	64	7	38	227
GO:0030269	tetrahydromethanopterin S-methyltransferase activity	molecular function	0	0	0	0	2	0	3	12	3	12	9	22	13	10	0	0	2	24	27	35	10	7	59
GO:0030276	clathrin binding	molecular function	0	0	0	0	0	1	0	2	1	0	2	0	0	0	12	13	17	3	3	3	0	3	1
GO:0030284	estrogen receptor activity	molecular function	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GO:0030286	dynein complex	cellular component	0	0	0	0	2	2	8	16	13	13	14	6	10	6	66	48	52	335	319	308	15	89	397
GO:0030288	outer membrane-bounded periplasmic space	cellular component	8984	9725	17683	10533	2136	2105	10144	2300	11273	10925	10818	10659	10205	10021	23095	23252	22804	74547	73055	72528	6316	7643	17337
GO:0030289	protein phosphatase 4 complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1
GO:0030328	prenylcysteine catabolic process	biological process	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	2	0	2	0	0	2	3
GO:0030337	DNA polymerase processivity factor activity	molecular function	0	0	0	0	0	0	0	2	1	0	1	0	1	1	23	16	25	11	15	9	1	0	2
GO:0030362	protein phosphatase type 4 regulator activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1
GO:0030410	nicotianamine synthase activity	molecular function	0	0	0	0	0	0	0	0	1	4	0	1	0	1	2	1	2	0	1	2	2	0	13
GO:0030411	scytalone dehydratase activity	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	2	0	2	1	1	0	0	0
GO:0030414	peptidase inhibitor activity	molecular function	0	0	0	0	3	1	13	5	16	6	15	9	9	5	6	13	5	10	10	11	12	22	25
GO:0030416	methylamine metabolic process	biological process	0	0	0	0	28	24	117	28	19	23	19	33	31	30	72	62	57	197	160	175	23	25	58
GO:0030418	nicotianamine biosynthetic process	biological process	0	0	0	0	0	0	0	0	1	4	0	1	0	1	2	1	2	0	1	2	2	0	13
GO:0030420	establishment of competence for transformation	biological process	0	0	0	0	0	0	1	2	0	1	0	1	0	0	1	2	3	1	0	0	0	3	3
GO:0030430	host cell cytoplasm	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	2	0	1	0	0	0
GO:0030431	sleep	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030435	sporulation resulting in formation of a cellular spore	biological process	210	152	278	153	10	10	59	27	51	47	45	84	82	79	211	205	208	159	183	155	52	118	222
GO:0030436	asexual sporulation	biological process	0	0	0	0	3	0	3	2	1	2	0	4	5	2	0	0	0	0	0	0	4	4	13
GO:0030488	tRNA methylation	biological process	791	580	1031	554	57	73	343	70	81	90	96	154	132	124	781	810	816	363	357	342	100	196	248
GO:0030492	hemoglobin binding	molecular function	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	2	0	0	0	0	0	0	1
GO:0030494	bacteriochlorophyll biosynthetic process	biological process	18	19	43	0	10	8	45	6	42	58	56	59	49	46	3	2	5	105	101	137	50	64	110
GO:0030507	spectrin binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GO:0030515	snoRNA binding	molecular function	0	0	0	0	0	0	0	1	1	1	0	1	1	0	29	32	28	15	12	11	0	7	19
GO:0030529	intracellular ribonucleoprotein complex	cellular component	0	0	0	0	0	0	0	2	0	0	1	1	1	1	3	0	2	12	4	1	1	5	12
GO:0030552	cAMP binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0030553	cGMP binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
GO:0030570	pectate lyase activity	molecular function	0	0	0	0	1	0	3	0	1	4	0	0	0	1	1	0	0	38	27	26	0	1	2
GO:0030598	rRNA N-glycosylase activity	molecular function	0	0	1	0	1	0	0	0	2	1	1	1	1	3	9	10	3	13	15	15	0	3	4
GO:0030599	pectinesterase activity	molecular function	119	65	155	79	16	19	84	34	73	78	73	90	67	71	149	166	153	509	451	470	37	64	108
GO:0030623	U5 snRNA binding	molecular function	0	0	0	0	0	0	0	3	0	2	0	0	0	2	2	2	1	7	14	3	0	10	26
GO:0030639	polyketide biosynthetic process	biological process	0	0	0	0	0	0	0	0	0	2	0	0	2	1	1	0	0	0	2	0	0	1	0
GO:0030643	cellular phosphate ion homeostasis	biological process	55	41	133	60	6	2	14	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0030655	beta-lactam antibiotic catabolic process	biological process	1	4	2	1	9	7	31	6	34	34	41	21	22	9	32	33	34	262	221	234	1	0	9
GO:0030667	secretory granule membrane	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
GO:0030674	protein binding, bridging	molecular function	0	0	0	0	6	11	42	9	17	20	16	60	53	56	21	23	23	9	7	10	22	38	37
GO:0030677	ribonuclease P complex	cellular component	0	0	0	0	0	1	2	3	1	2	2	2	4	3	47	42	47	26	21	23	1	5	29
GO:0030683	evasion or tolerance by virus of host immune response	biological process	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GO:0030688	preribosome, small subunit precursor	cellular component	0	0	0	0	0	0	1	0	0	0	1	0	3	0	0	3	3	4	6	12	1	5	7
GO:0030694	bacterial-type flagellum basal body, rod	cellular component	169	172	355	222	10	9	41	20	4	7	6	3	3	6	50	41	47	218	207	206	0	0	0
GO:0030695	GTPase regulator activity	molecular function	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	1
GO:0030699	glycine reductase activity	molecular function	0	0	0	0	0	0	0	1	1	0	0	3	1	3	10	8	12	13	4	11	2	3	3
GO:0030700	glycine reductase complex	cellular component	0	0	0	0	0	0	0	1	1	0	0	3	1	3	10	8	12	13	4	11	2	3	3
GO:0030798	trans-aconitate 2-methyltransferase activity	molecular function	16	7	14	0	19	18	70	17	78	75	93	96	105	87	49	53	44	406	410	365	64	96	202
GO:0030833	regulation of actin filament polymerization	biological process	0	0	0	0	0	0	0	5	2	1	1	0	0	0	3	10	6	17	18	26	2	8	42
GO:0030866	cortical actin cytoskeleton organization	biological process	0	0	0	0	0	0	0	0	0	2	1	0	0	2	1	1	0	0	0	0	0	0	0
GO:0030894	replisome	cellular component	21	27	52	58	5	3	14	4	1	3	1	1	2	2	1	1	2	21	12	27	0	0	0
GO:0030896	checkpoint clamp complex	cellular component	0	0	0	0	2	0	0	0	1	0	4	0	1	0	1	6	2	12	6	4	0	3	3
GO:0030904	retromer complex	cellular component	0	0	0	0	2	0	0	4	1	1	0	1	2	5	7	12	6	26	22	20	0	18	60
GO:0030908	protein splicing	biological process	0	0	0	0	8	6	25	140	7	3	6	8	17	12	9	13	14	10	8	17	3	17	64
GO:0030915	Smc5-Smc6 complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
GO:0030942	endoplasmic reticulum signal peptide binding	molecular function	0	0	0	0	1	0	1	2	0	0	0	0	0	1	2	3	4	2	0	0	1	7	5
GO:0030955	potassium ion binding	molecular function	3195	2988	5497	2851	643	809	3485	1272	2722	2672	2670	4036	3835	3625	8490	8107	7894	13831	13678	13295	3579	6393	11546
GO:0030975	thiamine binding	molecular function	0	0	0	0	35	66	273	58	67	68	68	148	125	139	56	40	49	156	95	98	122	287	241
GO:0030976	thiamine pyrophosphate binding	molecular function	10870	10644	19215	11414	1828	2163	9993	2836	5607	5511	5436	9548	9529	9204	18196	18143	17421	28477	28101	27894	6205	11090	15622
GO:0030983	mismatched DNA binding	molecular function	6508	5547	10245	5715	839	892	4212	1573	4307	4233	4173	5084	4903	5042	12517	12595	12134	17632	17520	17163	5473	9883	14175
GO:0030991	intraciliary transport particle A	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
GO:0031012	extracellular matrix	cellular component	1	1	1	0	53	57	325	219	260	256	267	228	209	194	497	495	521	277	273	271	166	280	586
GO:0031032	actomyosin structure organization	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0031047	gene silencing by RNA	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0031072	heat shock protein binding	molecular function	708	624	1198	606	203	244	1055	754	587	544	563	797	748	763	1466	1384	1424	2126	2132	2073	849	1629	2638
GO:0031083	BLOC-1 complex	cellular component	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	0	0	3	4
GO:0031110	regulation of microtubule polymerization or depolymerization	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0
GO:0031122	cytoplasmic microtubule organization	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0
GO:0031124	mRNA 3'-end processing	biological process	0	0	0	0	0	0	6	0	1	1	3	0	0	0	0	0	0	3	4	1	1	4	5
GO:0031145	anaphase-promoting complex-dependent catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GO:0031160	spore wall	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2
GO:0031167	rRNA methylation	biological process	3	5	8	8	17	24	75	18	53	55	58	31	39	35	75	74	61	608	592	591	46	73	454
GO:0031175	neuron projection development	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
GO:0031204	posttranslational protein targeting to membrane, translocation	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	3
GO:0031207	Sec62/Sec63 complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	2	0	0	0	3
GO:0031221	arabinan metabolic process	biological process	0	0	0	0	2	3	2	16	18	14	18	10	6	15	1	0	0	46	29	29	4	11	2
GO:0031342	negative regulation of cell killing	biological process	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	1	2	1
GO:0031361	integral component of thylakoid membrane	cellular component	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	4	1	4	0	14	13
GO:0031369	translation initiation factor binding	molecular function	0	0	0	0	0	0	2	4	2	0	0	2	3	0	8	4	3	15	10	16	3	6	20
GO:0031386	protein tag	molecular function	0	0	0	0	1	0	6	0	1	0	0	0	0	0	0	1	0	0	0	0	1	1	3
GO:0031388	organic acid phosphorylation	biological process	17	27	34	0	121	169	767	174	262	286	256	429	447	437	370	357	390	1334	1408	1465	545	896	1931
GO:0031390	Ctf18 RFC-like complex	cellular component	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2
GO:0031404	chloride ion binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO:0031411	gas vesicle	cellular component	0	0	0	0	4	8	38	13	14	18	12	35	44	53	60	66	35	138	143	137	24	47	59
GO:0031412	gas vesicle organization	biological process	0	0	0	0	4	8	41	13	16	23	15	46	60	66	76	74	48	175	169	174	32	59	83
GO:0031418	L-ascorbic acid binding	molecular function	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	11	10	5	0	1	3
GO:0031419	cobalamin binding	molecular function	11081	10953	19802	11108	2482	2811	13194	3615	9494	9282	9292	12914	12669	12716	16934	17180	16965	26141	26099	25720	17942	32113	41523
GO:0031461	cullin-RING ubiquitin ligase complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	2	0	0	2
GO:0031491	nucleosome binding	molecular function	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	1	0	0	0	0	1	3	3
GO:0031514	motile cilium	cellular component	1	0	0	0	0	0	0	3	1	0	1	0	0	0	4	3	2	12	14	18	2	4	35
GO:0031515	tRNA (m1A) methyltransferase complex	cellular component	791	580	1031	554	57	73	343	70	81	90	96	154	132	124	781	810	816	363	357	342	100	196	248
GO:0031532	actin cytoskeleton reorganization	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	2	0	0	0
GO:0031554	regulation of DNA-templated transcription, termination	biological process	1096	897	1672	944	174	218	960	417	823	785	805	1222	1096	1015	2517	2544	2511	3558	3593	3487	1165	1930	3787
GO:0031556	transcriptional attenuation by ribosome	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	3
GO:0031625	ubiquitin protein ligase binding	molecular function	0	0	0	0	1	2	3	6	6	4	5	4	0	2	20	10	15	47	51	41	6	22	56
GO:0031683	G-protein beta/gamma-subunit complex binding	molecular function	0	0	0	0	0	0	0	5	0	3	4	0	1	1	10	7	11	15	9	14	1	8	9
GO:0031704	apelin receptor binding	molecular function	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GO:0031965	nuclear membrane	cellular component	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	2	0	0	0	0	0	1
GO:0031966	mitochondrial membrane	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	3	1
GO:0031992	energy transducer activity	molecular function	6	3	7	9	17	11	70	24	52	50	47	23	37	27	79	66	72	135	128	127	2	2	19
GO:0032006	regulation of TOR signaling	biological process	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GO:0032012	regulation of ARF protein signal transduction	biological process	0	0	0	0	0	0	2	6	5	2	5	5	6	2	12	8	11	29	27	34	3	18	48
GO:0032039	integrator complex	cellular component	0	0	0	0	0	0	0	6	0	0	1	1	0	0	0	0	2	0	0	0	0	1	2
GO:0032040	small-subunit processome	cellular component	0	0	0	0	0	0	2	5	2	1	3	1	3	4	9	6	10	39	42	27	2	17	54
GO:0032065	cortical protein anchoring	biological process	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0
GO:0032099	negative regulation of appetite	biological process	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	2	2	1	0	1	1
GO:0032217	riboflavin transporter activity	molecular function	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032218	riboflavin transport	biological process	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032222	regulation of synaptic transmission, cholinergic	biological process	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032259	methylation	biological process	4586	3881	7173	4043	1100	1155	5403	3181	2955	3031	2856	4006	3915	3822	8428	8079	8144	12242	12085	11633	3661	7037	11395
GO:0032266	phosphatidylinositol-3-phosphate binding	molecular function	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	1	2	0	2	0	0	0	0
GO:0032324	molybdopterin cofactor biosynthetic process	biological process	2016	1665	3297	1682	409	427	2252	553	1079	995	1069	1987	1921	1840	3058	3029	2858	5154	5230	5050	1582	3411	3909
GO:0032328	alanine transport	biological process	1	0	0	0	107	102	484	194	373	335	347	503	537	493	504	489	430	1787	1891	1795	630	900	2289
GO:0032472	Golgi calcium ion transport	biological process	251	426	689	509	59	70	375	87	289	274	297	290	241	239	463	453	514	1941	1927	1908	338	360	1260
GO:0032580	Golgi cisterna membrane	cellular component	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	3	9	5
GO:0032775	DNA methylation on adenine	biological process	0	0	3	3	198	191	953	807	423	431	352	723	718	707	763	802	778	1022	1029	984	387	1027	1266
GO:0032780	negative regulation of ATPase activity	biological process	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	1	3	0	0	0	0	1	3
GO:0032784	regulation of DNA-templated transcription, elongation	biological process	1795	1620	3039	1674	368	458	2053	917	1780	1784	1752	2450	2286	2332	4168	4350	4013	8495	8497	8392	2596	4551	8663
GO:0032797	SMN complex	cellular component	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	1	2	0	0	0
GO:0032801	receptor catabolic process	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GO:0032843	hydroperoxide reductase activity	molecular function	2	0	3	2	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032933	SREBP signaling pathway	biological process	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GO:0032947	protein complex scaffold	molecular function	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	4	4	2	1	0	0	0
GO:0032955	regulation of barrier septum assembly	biological process	0	0	0	0	23	25	113	43	130	122	130	199	224	167	153	170	150	848	847	861	147	416	545
GO:0032957	inositol trisphosphate metabolic process	biological process	0	0	0	0	0	2	6	3	1	1	2	2	5	4	14	20	17	11	9	6	4	5	9
GO:0032968	positive regulation of transcription elongation from RNA polymerase II promoter	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GO:0032981	mitochondrial respiratory chain complex I assembly	biological process	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GO:0033014	tetrapyrrole biosynthetic process	biological process	7461	6421	12054	6835	970	1161	5554	1394	2961	2832	2975	4123	3904	3905	13641	13559	13504	21421	20989	21047	4413	6893	12656
GO:0033130	acetylcholine receptor binding	molecular function	0	0	0	0	0	0	1	0	2	1	1	0	0	0	0	0	0	1	4	4	0	1	1
GO:0033177	proton-transporting two-sector ATPase complex, proton-transporting domain	cellular component	1062	841	1649	829	109	112	607	260	317	305	280	424	388	370	1020	989	1008	1394	1437	1358	362	627	1209
GO:0033178	proton-transporting two-sector ATPase complex, catalytic domain	cellular component	1511	1229	2226	1277	145	226	1025	422	713	721	729	1044	1068	980	2401	2526	2444	3666	3505	3534	1110	1971	3725
GO:0033179	proton-transporting V-type ATPase, V0 domain	cellular component	0	0	0	0	6	4	38	22	56	58	58	27	17	20	57	66	51	75	81	65	19	57	144
GO:0033180	proton-transporting V-type ATPase, V1 domain	cellular component	0	0	0	0	1	0	1	2	0	1	0	3	0	1	2	7	2	4	5	6	3	10	22
GO:0033198	response to ATP	biological process	0	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	3	0	0	1	6	18	15
GO:0033227	dsRNA transport	biological process	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	1	1	0	1	1	0	2	1
GO:0033294	ectoine binding	molecular function	2	4	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GO:0033539	fatty acid beta-oxidation using acyl-CoA dehydrogenase	biological process	377	553	1031	705	54	61	268	66	207	190	195	229	215	187	803	777	722	2003	1909	1869	298	331	869
GO:0033557	Slx1-Slx4 complex	cellular component	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	1	0	0	0
GO:0033566	gamma-tubulin complex localization	biological process	0	0	0	0	1	0	1	1	0	1	1	1	2	0	0	1	2	1	0	1	2	2	9
GO:0033573	high-affinity iron permease complex	cellular component	223	310	591	383	70	89	413	109	175	170	145	280	260	225	300	320	294	940	928	883	102	196	312
GO:0033588	Elongator holoenzyme complex	cellular component	0	0	0	0	0	1	8	5	2	3	2	3	1	2	3	5	2	22	22	19	4	10	18
